index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
97,hypno,  PSYCHIC ,No_type,insomnia,forewarn   ,inner-focus,85,73,70,73,115,67,483,False,False,generation-i,-,0.00997,N/A,NoUsage,NoUsage,NoUsage
98,  KRABBY ,water,No_type,hyper-cutter   ,  SHELL-ARMOR ,sheer-force,30,105,90,25,25,50,325,False,False,generation-i,0.0,none,NoUsage,NO,NoUsage,NoUsage
99,kingler,  WATER ,No_type,hyper-cutter,  SHELL-ARMOR ,  SHEER-FORCE ,55,130,115,50,50,75,475,False,False,generation-i,0.00258,NoUsage,NoUsage,zero,NoUsage,no usage
99,kingler-gmax,water,No_type,  HYPER-CUTTER ,shell-armor,sheer-force,55,130,115,50,50,75,475,False,False,generation-i,NoUsage,-,NoUsage,NoUsage,NoUsage,none
100,voltorb,electric,No_type,soundproof,static,aftermath,40,30,50,55,55,100,330,False,False,generation-i,no usage,0.0,0.0,NoUsage,NoUsage,NULL
100,voltorb-hisui,  ELECTRIC ,  GRASS ,soundproof   ,static,  AFTERMATH ,40,30,50,55,55,100,330,False,False,generation-i,NO,0.0,0.0,NoUsage,NoUsage,zero
101,electrode,electric,No_type,soundproof,  STATIC ,aftermath,60,50,70,80,80,150,490,False,False,GEN_i,-,0.10801,0.00041,NoUsage,NoUsage,NoUsage
101,electrode-hisui   ,  ELECTRIC ,grass,soundproof,static,aftermath,60,50,70,80,80,150,490,False,False,generation-i,-,0.0931,0.00596,NULL,0.13,0.18
102,  EXEGGCUTE ,grass,psychic,chlorophyll   ,  NO-ABILITY ,harvest,60,40,80,60,45,40,325,False,False,generation-i,NoUsage,NoUsage,NO,NoUsage,NoUsage,NoUsage
103,exeggutor   ,  GRASS ,psychic,  CHLOROPHYLL ,None,harvest,95,95,85,125,75,55,530,False,False,generation-i,0.0059,NoUsage,0.07766,NoUsage,NoUsage,0.7
103,exeggutor-alola,grass   ,dragon,frisk,N/A,harvest,95,105,85,125,75,45,530,False,False,generation-i,0.00577,NoUsage,0.06737,0.25,NoUsage,0.04
104,cubone,ground,No_type,rock-head,  LIGHTNING-ROD ,battle-armor,50,50,95,40,50,35,320,False,False,generation-i,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
105,  MAROWAK ,ground,no_type   ,  ROCK-HEAD ,lightning-rod,battle-armor   ,60,80,110,50,80,45,425,False,False,generation-i,0.04387,NULL,NoUsage,NoUsage,NoUsage,NoUsage
105,  MAROWAK-ALOLA ,fire,ghost   ,cursed-body,lightning-rod,rock-head,60,80,110,50,80,45,425,False,False,generation-i,0.25416,NoUsage,NoUsage,0.04,no usage,N/A
105,marowak-totem,  FIRE ,ghost,cursed-body,lightning-rod,rock-head,60,80,110,50,80,45,425,False,False,generation-i,no usage,NULL,NoUsage,NoUsage,NULL,NoUsage
106,  HITMONLEE ,fighting,  NO_TYPE ,  LIMBER ,  RECKLESS ,unburden   ,50,120,53,35,110,87,455,False,False,generation-i,0.0,NoUsage,0.00557,0.1,NoUsage,NoUsage
107,hitmonchan,fighting,  NO_TYPE ,keen-eye,iron-fist,inner-focus,50,105,79,35,110,76,455,False,False,GEN_i,0.0,NoUsage,0.00134,no usage,NULL,NoUsage
108,lickitung   ,normal   ,No_type,own-tempo,oblivious,cloud-nine   ,90,55,75,60,75,30,385,False,False,generation-i,0.0,-,no usage,zero,none,NoUsage
109,  KOFFING ,poison,No_type,levitate   ,neutralizing-gas,stench,40,65,95,60,45,35,340,False,False,generation-i,0.0,0.00152,2e-05,NoUsage,NoUsage,NoUsage
110,weezing,poison,No_type,levitate,neutralizing-gas,stench,65,90,120,85,70,60,490,False,False,generation-i,1.28674,0.80234,0.49809,0.97,1.31,0.36
110,weezing-galar,poison,  FAIRY ,levitate,neutralizing-gas,misty-surge,65,90,120,85,70,60,490,False,False,generation-i,0.04753,1.12353,0.31882,0.04,0.63,1.35
111,rhyhorn,  GROUND ,rock,lightning-rod,rock-head,reckless,80,85,95,30,30,25,345,False,False,GEN_i,-,NoUsage,NULL,NoUsage,no usage,NoUsage
112,rhydon,ground,rock,lightning-rod,rock-head,reckless,105,130,120,45,45,40,485,False,False,GERAÇAO-I,1e-05,NoUsage,0.01743,NoUsage,NoUsage,0.07
113,chansey,normal   ,  NO_TYPE ,natural-cure,serene-grace,healer,250,5,5,35,105,50,450,False,False,generation -   i,0.20912,0.00722,0.00417,0.04,N/A,NoUsage
114,tangela   ,  GRASS ,No_type,  CHLOROPHYLL ,leaf-guard,regenerator,65,55,115,100,40,60,435,False,False,generation-i,0.00165,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
115,kangaskhan,normal,No_type,early-bird,  SCRAPPY ,inner-focus,105,95,80,40,80,90,490,False,False,generation-i,0.06004,NoUsage,no usage,0.04,NoUsage,NoUsage
115,kangaskhan-mega,normal,No_type,  PARENTAL-BOND ,none,None ,105,125,100,60,100,100,590,False,False,GEN_i,NoUsage,NoUsage,none,NULL,NoUsage,NoUsage
116,horsea,  WATER ,No_type,swift-swim,sniper   ,damp,30,40,70,70,25,60,295,False,False,GEN_i,N/A,NoUsage,NoUsage,NoUsage,NoUsage,zero
117,seadra,water   ,No_type,poison-point,  SNIPER ,damp,55,65,95,95,45,85,440,False,False,GERAÇAO-I,no usage,NoUsage,0.0,NoUsage,NoUsage,NoUsage
118,  GOLDEEN ,water,No_type,swift-swim,  WATER-VEIL ,lightning-rod,45,67,60,35,50,63,320,False,False,GEN_i,0.0,NoUsage,zero,NULL,NoUsage,NoUsage
119,  SEAKING ,water,No_type,  SWIFT-SWIM ,  WATER-VEIL ,lightning-rod,80,92,65,65,80,68,450,False,False,generation-i,0.00183,-,NoUsage,0.06,no usage,none
120,staryu,water,No_type,illuminate,natural-cure,  ANALYTIC ,30,45,55,70,55,85,340,False,False,generation-i,0.0,   ,NoUsage,no usage,NoUsage,none
121,starmie,water,psychic,illuminate,natural-cure,analytic,60,75,85,100,85,115,520,False,False,generation-i,0.0,NULL,none,NoUsage,NoUsage,none
122,mr-mime   ,  PSYCHIC ,fairy,soundproof,filter,technician,40,45,65,100,120,90,460,False,False,generation-i,NoUsage,NoUsage,NoUsage,0.06,   ,NoUsage
122,mr-mime-galar,ice,psychic,vital-spirit,screen-cleaner,ice-body,50,65,65,90,90,100,460,False,False,generation-i,NoUsage,-,NoUsage,zero,NoUsage,NoUsage
123,  SCYTHER ,bug,flying,  SWARM ,technician,steadfast,70,110,80,55,80,105,500,False,False,generation-i,0.00159,0.00649,0.00488,NoUsage,NoUsage,0.07
124,jynx,ice,  PSYCHIC ,oblivious,forewarn,  DRY-SKIN ,65,50,35,115,95,95,455,False,False,generation-i,0.08565,NoUsage,NoUsage,0.04,NoUsage,NoUsage
125,electabuzz,electric,No_type,static,sem_habilidade   ,vital-spirit,65,83,57,95,85,105,490,False,False,generation-i,0.0,NoUsage,0.11324,NoUsage,NoUsage,10.24
126,magmar,fire,No_type,flame-body,none,vital-spirit,65,95,57,100,85,93,495,False,False,generation-i,0.0,no usage,0.43853,NoUsage,   ,10.58
127,pinsir,bug,No_type,hyper-cutter,mold-breaker,moxie,65,125,100,55,70,85,500,False,False,generation-i,0.0,no usage,NoUsage,-,NO,NO
127,pinsir-mega,bug,flying   ,aerilate,  NULL ,  NONE  ,65,155,120,65,90,105,600,False,False,generation-i,NoUsage,NoUsage,NULL,zero,NoUsage,NoUsage
128,tauros,normal,No_type,  INTIMIDATE ,anger-point,sheer-force,75,100,95,40,70,110,490,False,False,generation-i,0.00109,0.00101,0.00168,NoUsage,NoUsage,NoUsage
128,tauros-paldea-combat,fighting,no_type   ,intimidate,anger-point,cud-chew   ,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,0.0,2e-05,NoUsage,NoUsage,NoUsage
128,tauros-paldea-blaze   ,fighting,fire,intimidate,anger-point,cud-chew   ,75,110,105,30,70,100,490,False,False,generation-i,NoUsage,1.3573,0.02578,NULL,0.15,0.47
128,tauros-paldea-aqua   ,fighting,  WATER ,intimidate,anger-point,cud-chew   ,75,110,105,30,70,100,490,False,False,GERAÇAO-I,NO,4.7291,0.03032,NoUsage,0.06,0.88
129,magikarp   ,water,No_type,  SWIFT-SWIM ,  N/A ,  RATTLED ,20,10,55,15,20,80,200,False,False,generation-i,0.0,-,0.0,0.08,N/A,NoUsage
130,gyarados,water,  FLYING ,intimidate,sem_habilidade,  MOXIE ,95,125,79,60,100,81,540,False,False,generation-i,0.11423,1.22696,0.72103,0.23,0.93,0.5
130,gyarados-mega,  WATER ,dark,mold-breaker,   ,none    ,95,155,109,70,130,81,640,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
131,  LAPRAS ,water,ice,water-absorb,shell-armor,  HYDRATION ,130,85,80,85,95,60,535,False,False,generation-i,1.16696,NoUsage,0.02388,0.29,NoUsage,0.05
131,lapras-gmax,water,ice,water-absorb,shell-armor   ,hydration,130,85,80,85,95,60,535,False,False,generation-i,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,-
132,  DITTO ,normal,  NO_TYPE ,limber,none,  IMPOSTER ,48,48,48,48,48,48,288,False,False,generation-i,3.09842,N/A,0.02251,1.6,NoUsage,NoUsage
133,  EEVEE ,normal   ,No_type,run-away   ,  ADAPTABILITY ,anticipation,55,55,50,45,65,55,325,False,False,GERAÇAO-I,0.0,0.0,0.0,none,NoUsage,0.05
133,  EEVEE-STARTER ,normal   ,No_type,run-away,adaptability,anticipation,65,75,70,65,85,75,435,False,False,generation-i,NoUsage,NoUsage,-,NoUsage,N/A,no usage
133,eevee-gmax,normal,No_type,run-away   ,adaptability,anticipation,55,55,50,45,65,55,325,False,False,generation-i,NoUsage,NoUsage,NoUsage,none,N/A,NoUsage
134,vaporeon   ,water,No_type,water-absorb,NULL,hydration,130,65,60,110,95,65,525,False,False,generation-i,0.00484,0.42939,0.00777,NoUsage,NoUsage,NoUsage
135,  JOLTEON ,electric,No_type,volt-absorb,  NONE ,quick-feet   ,65,65,60,110,95,130,525,False,False,generation-i,0.01735,0.01662,0.00748,-,NoUsage,NoUsage
136,flareon,fire,No_type,  FLASH-FIRE ,no_ability   ,guts   ,65,130,60,95,110,65,525,False,False,generation-i,0.0001,0.00235,0.00082,NoUsage,none,NoUsage
137,porygon,normal   ,No_type,trace,download,analytic,65,60,70,85,75,40,395,False,False,generation-i,zero,NoUsage,   ,-,NoUsage,no usage
138,omanyte   ,rock,water,  SWIFT-SWIM ,  SHELL-ARMOR ,weak-armor,35,40,100,90,55,35,355,False,False,generation-i,0.0,NoUsage,NoUsage,NULL,NoUsage,NoUsage
139,omastar,rock,  WATER ,swift-swim,shell-armor,  WEAK-ARMOR ,70,60,125,115,70,55,495,False,False,generation-i,0.00116,NoUsage,none,NoUsage,NoUsage,NoUsage
140,kabuto,rock,water,swift-swim,battle-armor,weak-armor,30,80,90,55,45,55,355,False,False,generation-i,-,NoUsage,NoUsage,NoUsage,no usage,   
141,kabutops,rock,water,swift-swim   ,  BATTLE-ARMOR ,  WEAK-ARMOR ,60,115,105,65,70,80,495,False,False,generation-i,0.00512,NO,NoUsage,N/A,NoUsage,NoUsage
142,aerodactyl,rock,flying,rock-head,pressure   ,unnerve,80,105,65,60,75,130,515,False,False,generation-i,0.03223,NoUsage,NoUsage,0.1,NoUsage,zero
142,aerodactyl-mega,rock,flying,tough-claws   ,sem_habilidade,None ,80,135,85,70,95,150,615,False,False,generation-i,NoUsage,NoUsage,-,NoUsage,NoUsage,NoUsage
143,snorlax,normal,no_type   ,immunity,thick-fat,gluttony,160,110,65,65,110,30,540,False,False,generation-i,0.09956,1.07291,0.12706,0.68,0.49,0.05
143,snorlax-gmax,normal,no_type   ,immunity,thick-fat,gluttony,160,110,65,65,110,30,540,False,False,generation-i,-,NoUsage,NULL,NoUsage,NoUsage,NoUsage
144,articuno,ice,flying,pressure,NULL,snow-cloak,90,85,100,95,125,85,580,True,False,generation-i,0.00441,0.25015,0.14175,NoUsage,NoUsage,NoUsage
144,articuno-galar,psychic,flying,competitive,None,None ,90,85,85,125,100,95,580,True,False,generation-i,0.14347,0.77831,0.16038,NoUsage,0.19,NoUsage
145,zapdos   ,electric,flying,  PRESSURE ,   ,static,90,90,85,125,90,100,580,True,False,generation-i,11.40017,4.02741,0.21902,4.71,0.73,NoUsage
145,zapdos-galar,fighting,flying,defiant,none   ,None ,90,125,90,85,90,100,580,True,False,generation-i,0.28285,0.72719,0.97368,NoUsage,0.39,NoUsage
146,moltres,fire,flying   ,pressure,N/A,flame-body,90,100,90,125,85,90,580,True,False,generation-i,NoUsage,0.18912,0.00767,NoUsage,0.06,NoUsage
146,moltres-galar,dark,flying,berserk   ,sem_habilidade,None ,90,85,90,100,125,90,580,True,False,generation-i,1.16687,3.60211,1.25364,0.75,0.67,none
147,  DRATINI ,dragon,No_type,shed-skin,NULL,marvel-scale,41,64,45,50,50,50,300,False,False,generation-i,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
148,dragonair,dragon   ,No_type,shed-skin,none,marvel-scale   ,61,84,65,70,70,70,420,False,False,generation-i,0.0,0.0,0.0,NoUsage,   ,NO
149,dragonite,dragon,  FLYING ,inner-focus,sem_habilidade   ,multiscale,91,134,95,100,100,80,600,False,False,generation-i,0.24606,15.01609,10.52673,NoUsage,11.19,21.84
150,mewtwo,psychic   ,No_type,pressure,No_ability,unnerve,106,110,90,154,90,130,680,True,False,generation-i,0.09673,zero,0.10214,0.06,NoUsage,NoUsage
150,mewtwo-mega-x,psychic,fighting,steadfast,NULL,  NONE  ,106,190,100,154,100,130,780,True,False,generation -   i,NoUsage,NoUsage,NoUsage,NoUsage,zero,NoUsage
150,mewtwo-mega-y,psychic,No_type,insomnia,None,None ,106,150,70,194,120,140,780,True,False,generation-i,-,NoUsage,NoUsage,NoUsage,N/A,NoUsage
151,mew,psychic   ,No_type,synchronize,null   ,None ,100,100,100,100,100,100,600,False,True,generation-i,-,zero,NULL,NoUsage,N/A,NoUsage
152,chikorita   ,  GRASS ,  NO_TYPE ,overgrow,sem_habilidade,leaf-guard   ,45,49,65,49,65,45,318,False,False,generation-ii,NoUsage,NoUsage,no usage,no usage,NoUsage,N/A
153,bayleef,grass,No_type,overgrow,N/A,leaf-guard,60,62,80,63,80,60,405,False,False,GERAÇAO-II,NoUsage,NoUsage,N/A,NoUsage,NULL,zero
154,meganium,grass,no_type   ,  OVERGROW ,NULL,  LEAF-GUARD ,80,82,100,83,100,80,525,False,False,generation-ii,zero,NoUsage,0.0,NoUsage,NoUsage,NO
155,  CYNDAQUIL ,fire,No_type,blaze   ,No_ability,flash-fire,39,52,43,60,50,65,309,False,False,generation-ii,NoUsage,0.0,0.0,NoUsage,N/A,NO
156,quilava,fire,No_type,blaze   ,None,  FLASH-FIRE ,58,64,58,80,65,80,405,False,False,generation-ii,none,0.0,0.0,NoUsage,zero,NoUsage
157,typhlosion   ,fire,  NO_TYPE ,blaze,n/a   ,flash-fire,78,84,78,109,85,100,534,False,False,GERAÇAO-II,NoUsage,0.12151,0.00632,NULL,NoUsage,NULL
157,typhlosion-hisui,fire,  GHOST ,blaze,  NO-ABILITY ,frisk,73,84,78,119,85,95,534,False,False,GEN_ii,NoUsage,1.08423,0.09273,NoUsage,NoUsage,3.97
158,totodile,water,no_type   ,torrent   ,No_ability,sheer-force   ,50,65,64,44,48,43,314,False,False,generation-ii,NoUsage,NoUsage,zero,NULL,   ,no usage
159,croconaw   ,water,No_type,torrent   ,none,sheer-force   ,65,80,80,59,63,58,405,False,False,generation-ii,NoUsage,NoUsage,0.0,NoUsage,NO,NoUsage
160,  FERALIGATR ,water,No_type,  TORRENT ,none,sheer-force   ,85,105,100,79,83,78,530,False,False,generation-ii,NoUsage,NoUsage,0.03425,NoUsage,NoUsage,NoUsage
161,sentret,normal,No_type,run-away,keen-eye,frisk   ,35,46,34,35,45,20,215,False,False,generation-ii,NoUsage,NO,0.0,NoUsage,NoUsage,NoUsage
162,  FURRET ,normal,No_type,run-away,keen-eye,frisk,85,76,64,45,55,90,415,False,False,GEN_ii,zero,0.033,0.00428,no usage,no usage,NoUsage
163,  HOOTHOOT ,normal,flying,  INSOMNIA ,keen-eye   ,tinted-lens   ,60,30,30,36,56,50,262,False,False,generation-ii,no usage,0.0,0.0,NoUsage,NoUsage,NoUsage
164,noctowl   ,normal,flying,  INSOMNIA ,keen-eye,tinted-lens,100,50,50,86,96,70,452,False,False,generation-ii,NO,0.00113,5e-05,NoUsage,zero,NoUsage
165,ledyba,bug,flying,swarm,early-bird,rattled,40,20,30,40,80,55,265,False,False,generation-ii,NoUsage,NoUsage,-,NoUsage,none,NoUsage
166,ledian,bug,flying,swarm,  EARLY-BIRD ,iron-fist,55,35,50,55,110,85,390,False,False,generation-ii,none,NoUsage,NoUsage,NO,NoUsage,NoUsage
167,spinarak,bug,poison,swarm,insomnia,sniper,40,60,40,40,40,30,250,False,False,generation-ii,-,0.00302,0.0,NoUsage,NoUsage,NoUsage
168,  ARIADOS ,  BUG ,poison,swarm,insomnia,sniper,70,90,70,60,70,40,400,False,False,generation-ii,NoUsage,0.00294,0.00382,NoUsage,NoUsage,NoUsage
169,  CROBAT ,poison,  FLYING ,inner-focus,  N/A ,infiltrator,85,90,80,70,80,130,535,False,False,generation-ii,0.03343,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
170,chinchou,water,electric,volt-absorb,illuminate,  WATER-ABSORB ,75,38,38,56,56,67,330,False,False,generation-ii,0.0,zero,0.0,NoUsage,-,NoUsage
171,lanturn,water,electric,volt-absorb,illuminate,water-absorb,125,58,58,76,76,67,460,False,False,GEN_ii,NULL,no usage,0.00762,NoUsage,NoUsage,NoUsage
172,pichu   ,electric   ,  NO_TYPE ,static,   ,lightning-rod,20,40,15,35,35,60,205,False,False,generation-ii,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
173,cleffa,fairy,No_type,cute-charm,magic-guard,friend-guard,50,25,28,45,55,15,218,False,False,generation-ii,N/A,3e-05,0.0,NULL,NoUsage,NoUsage
174,igglybuff,normal,fairy,cute-charm,competitive,friend-guard,90,30,15,40,20,15,210,False,False,GERAÇAO-II,NULL,N/A,zero,NoUsage,NoUsage,NoUsage
175,togepi,fairy,No_type,  HUSTLE ,serene-grace,super-luck   ,35,20,65,40,65,20,245,False,False,generation-ii,0.0,zero,NoUsage,NoUsage,NO,NoUsage
176,togetic   ,  FAIRY ,flying,hustle,serene-grace,super-luck,55,40,85,80,105,40,405,False,False,generation-ii,0.02331,zero,NoUsage,NoUsage,NoUsage,NULL
177,natu,psychic,flying,  SYNCHRONIZE ,  EARLY-BIRD ,magic-bounce,40,50,45,70,45,70,320,False,False,generation-ii,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
178,xatu,psychic,flying,  SYNCHRONIZE ,early-bird,magic-bounce   ,65,75,70,95,70,95,470,False,False,generation-ii,0.0,NULL,NoUsage,NoUsage,-,none
179,mareep   ,electric,No_type,static,sem_habilidade   ,plus,55,40,40,65,45,35,280,False,False,generation-ii,NoUsage,0.0,NO,NoUsage,NoUsage,-
180,flaaffy,  ELECTRIC ,no_type   ,static,no-ability,plus,70,55,55,80,60,45,365,False,False,GERAÇAO-II,NoUsage,0.0,NoUsage,NoUsage,NoUsage,no usage
181,ampharos,  ELECTRIC ,No_type,static,No_ability,plus   ,90,75,85,115,90,55,510,False,False,generation-ii,NoUsage,0.0258,0.00596,NoUsage,NULL,NoUsage
181,ampharos-mega   ,electric   ,dragon,mold-breaker,N/A,None ,90,95,105,165,110,45,610,False,False,generation-ii,NoUsage,-,NoUsage,none,NoUsage,NoUsage
182,bellossom,grass,no_type   ,chlorophyll,NULL,healer,75,80,95,90,100,50,490,False,False,GERAÇAO-II,0.0,NoUsage,0.00233,NoUsage,zero,NoUsage
183,marill,water,fairy,thick-fat,huge-power,sap-sipper,70,20,50,20,50,40,250,False,False,GEN_ii,0.0,NULL,0.0,NoUsage,NoUsage,NoUsage
184,  AZUMARILL ,water,fairy,thick-fat,huge-power,sap-sipper   ,100,50,80,60,80,50,420,False,False,generation-ii,0.06595,1.82885,0.17367,0.06,0.47,0.11
185,sudowoodo   ,rock,No_type,sturdy,rock-head,  RATTLED ,70,100,115,30,65,30,410,False,False,generation-ii,0.0,0.0,0.00018,none,-,NoUsage
186,politoed,  WATER ,No_type,water-absorb   ,  DAMP ,  DRIZZLE ,90,75,75,90,100,70,500,False,False,generation-ii,0.086,1.72843,0.3112,NoUsage,0.43,0.34
187,hoppip,grass,flying,  CHLOROPHYLL ,leaf-guard,infiltrator,35,35,40,35,55,50,250,False,False,generation-ii,NoUsage,0.0,0.0,no usage,NoUsage,zero
188,skiploom,grass,flying,chlorophyll,leaf-guard,infiltrator   ,55,45,50,45,65,80,340,False,False,GERAÇAO-II,   ,0.0,0.0,NoUsage,NoUsage,-
189,jumpluff,  GRASS ,flying,  CHLOROPHYLL ,leaf-guard,infiltrator,75,55,70,55,95,110,460,False,False,generation -   ii,NoUsage,0.54504,0.159,NULL,NoUsage,2.85
190,aipom,  NORMAL ,  NO_TYPE ,run-away,pickup,skill-link,55,70,55,40,55,85,360,False,False,generation-ii,NoUsage,zero,   ,NoUsage,NoUsage,NoUsage
191,  SUNKERN ,  GRASS ,No_type,chlorophyll,solar-power,early-bird   ,30,30,30,30,30,30,180,False,False,GEN_ii,NoUsage,0.0,0.0,NULL,NoUsage,NoUsage
192,sunflora,grass,No_type,chlorophyll   ,solar-power   ,early-bird,75,75,55,105,85,30,425,False,False,generation -   ii,-,0.00056,0.00112,NoUsage,NoUsage,zero
193,yanma,bug,flying,speed-boost   ,  COMPOUND-EYES ,frisk,65,65,45,75,45,95,390,False,False,generation-ii,NoUsage,2e-05,0.0,-,NoUsage,0.04
194,  WOOPER ,water,ground   ,damp,water-absorb,unaware,55,45,45,25,25,15,210,False,False,GERAÇAO-II,0.0,NULL,0.0,NULL,NoUsage,NoUsage
194,wooper-paldea,  POISON ,ground,poison-point,water-absorb,unaware,55,45,45,25,25,15,210,False,False,generation-ii,NoUsage,none,NULL,NoUsage,NoUsage,NoUsage
195,quagsire,water,ground,damp,water-absorb   ,unaware,95,85,85,65,65,35,430,False,False,generation -   ii,0.0,0.00549,0.00102,NoUsage,0.06,NULL
196,espeon,psychic,No_type,synchronize,no-ability,magic-bounce,65,65,60,130,95,110,525,False,False,generation-ii,0.00465,0.01149,0.03198,-,0.04,0.04
197,umbreon,dark,No_type,synchronize,  NONE ,inner-focus,95,65,110,60,130,65,525,False,False,generation -   ii,1.05996,0.46572,0.04294,2.63,NoUsage,0.04
198,  MURKROW ,  DARK ,flying,  INSOMNIA ,  SUPER-LUCK ,prankster,60,85,42,85,42,91,405,False,False,generation -   ii,NoUsage,7.86464,0.17628,   ,no usage,2.74
199,  SLOWKING ,water,psychic,oblivious,own-tempo   ,regenerator,95,75,80,100,110,30,490,False,False,generation-ii,0.00019,0.08981,0.09133,NoUsage,NoUsage,0.07
199,slowking-galar,poison,  PSYCHIC ,curious-medicine,  OWN-TEMPO ,  REGENERATOR ,95,65,80,110,110,30,490,False,False,generation-ii,0.00544,0.11105,0.03606,NoUsage,NoUsage,-
200,misdreavus   ,ghost,No_type,levitate,   ,None ,60,60,60,85,85,85,435,False,False,generation-ii,NoUsage,0.00276,0.0111,-,NoUsage,NoUsage
201,unown   ,psychic,  NO_TYPE ,  LEVITATE ,NULL,None ,48,72,48,72,48,48,336,False,False,GERAÇAO-II,NoUsage,NO,no usage,NoUsage,NoUsage,NoUsage
202,wobbuffet,psychic,no_type   ,shadow-tag   ,      ,telepathy   ,190,33,58,33,58,33,405,False,False,generation -   ii,1e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
203,girafarig,normal,psychic,inner-focus,early-bird,sap-sipper,70,80,65,90,65,85,455,False,False,generation-ii,NoUsage,0.0,0.00093,NoUsage,NoUsage,NoUsage
204,pineco,bug,no_type   ,sturdy,none,overcoat,50,65,90,35,35,15,290,False,False,GERAÇAO-II,no usage,NULL,NO,NoUsage,-,NoUsage
205,forretress,  BUG ,steel,sturdy,NULL,overcoat,75,90,140,60,60,40,465,False,False,generation-ii,NoUsage,0.00501,0.00282,NoUsage,NoUsage,-
206,dunsparce,normal,no_type   ,serene-grace,run-away,rattled,100,70,70,65,65,45,415,False,False,generation-ii,1e-05,0.00135,4e-05,NULL,zero,NoUsage
207,gligar,ground,flying,hyper-cutter,sand-veil,immunity   ,65,75,105,35,65,85,430,False,False,generation-ii,NoUsage,0.00025,0.0,NoUsage,NO,none
208,steelix,steel,ground,rock-head,  STURDY ,sheer-force,75,85,200,55,65,30,510,False,False,GERAÇAO-II,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,-
208,  STEELIX-MEGA ,steel,ground,sand-force,No_ability,None ,75,125,230,55,95,30,610,False,False,generation-ii,NO,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
209,snubbull,fairy,No_type,intimidate,run-away,rattled,60,80,50,40,40,30,300,False,False,generation-ii,NoUsage,NoUsage,0.0,N/A,NoUsage,none
210,granbull,fairy,  NO_TYPE ,intimidate,quick-feet,rattled,90,120,75,60,60,45,450,False,False,generation-ii,NoUsage,NoUsage,0.01013,NoUsage,NoUsage,NoUsage
211,qwilfish,  WATER ,poison,  POISON-POINT ,swift-swim   ,  INTIMIDATE ,65,95,85,55,55,85,440,False,False,generation-ii,0.00243,NULL,0.0,NoUsage,NoUsage,NoUsage
211,qwilfish-hisui,dark,poison,poison-point,swift-swim,intimidate,65,95,85,55,55,85,440,False,False,generation-ii,NO,0.13226,0.00605,zero,0.09,NoUsage
212,scizor,  BUG ,steel,swarm   ,  TECHNICIAN ,  LIGHT-METAL ,70,130,100,55,80,65,500,False,False,GEN_ii,0.05268,2.51191,0.46289,NULL,0.41,NO
212,scizor-mega,bug   ,steel,technician,N/A,None ,70,150,140,65,100,75,600,False,False,generation-ii,NoUsage,none,   ,NoUsage,NoUsage,NoUsage
